,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,10,1.605969111162372e+18,1.6059629610334454e+18,1671727848000.0,2022-12-22 16:50:48,0.0,,@MrBeast approved,en,[],[],830640354.0,830640354.0,PunctureWalIa,PunctureWala,4.0,16.0,https://twitter.com/PunctureWalIa/status/1605969111162372106,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'MrBeast', 'name': 'MrBeast', 'id': '2455740283'}]",,,,
11,11,1.605966230565032e+18,1.6059578111620547e+18,1671727161000.0,2022-12-22 16:39:21,0.0,,@elonmusk so.. if i scroll past a tweet and don't spend time reading it will it count as a view for the author?,en,[],[],830640354.0,830640354.0,PunctureWalIa,PunctureWala,4.0,16.0,https://twitter.com/PunctureWalIa/status/1605966230565031937,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': '44196397'}]",,,,
12,12,1.6043379110709821e+18,1.6041433819278336e+18,1671338939000.0,2022-12-18 04:48:59,0.0,,@Tejasvi_Surya Narendra modi one of the greatest centre forward to play for India,en,[],[],830640354.0,830640354.0,PunctureWalIa,PunctureWala,7.0,4.0,https://twitter.com/PunctureWalIa/status/1604337911070982145,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'Tejasvi_Surya', 'name': 'Tejasvi Surya', 'id': '390677061'}]",,,,
13,13,1.6042844028962365e+18,1.604189386660348e+18,1671326182000.0,2022-12-18 01:16:22,0.0,,@Cobratate i feeling lucky tonight,en,[],[],830640354.0,830640354.0,PunctureWalIa,PunctureWala,7.0,1.0,https://twitter.com/PunctureWalIa/status/1604284402896236544,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'Cobratate', 'name': 'Andrew Tate', 'id': '333357345'}]",,,,
14,14,1.6008205358057677e+18,1.5929668536973517e+18,1670500332000.0,2022-12-08 11:52:12,0.0,,@SeharShinwari meri lavdi,sl,[],[],830640354.0,830640354.0,PunctureWalIa,PunctureWala,4.0,11.0,https://twitter.com/PunctureWalIa/status/1600820535805767682,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'SeharShinwari', 'name': 'Sehar Shinwari', 'id': '2962172813'}]",,,,
15,15,1.6004495330574336e+18,1.6004297326294467e+18,1670411878000.0,2022-12-07 11:17:58,0.0,,@ravishndtv so jaa lodu berojgar aadmi,in,[],[],830640354.0,830640354.0,PunctureWalIa,PunctureWala,3.0,11.0,https://twitter.com/PunctureWalIa/status/1600449533057433605,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'ravishndtv', 'name': 'ravish kumar', 'id': '47595335'}]",,,,
16,16,1.6003934681192325e+18,1.6003452652063416e+18,1670398511000.0,2022-12-07 07:35:11,0.0,,@TusharG wo v ho jayega.. tension na le,in,[],[],830640354.0,830640354.0,PunctureWalIa,PunctureWala,3.0,7.0,https://twitter.com/PunctureWalIa/status/1600393468119232513,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'TusharG', 'name': 'Tushar', 'id': '17802221'}]",,,,
17,17,1.6002198077604127e+18,1.5999839005831332e+18,1670357107000.0,2022-12-06 20:05:07,0.0,,@Chandrakbose jay shree ram,hi,[],[],830640354.0,830640354.0,PunctureWalIa,PunctureWala,2.0,20.0,https://twitter.com/PunctureWalIa/status/1600219807760412672,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'Chandrakbose', 'name': 'Chandra Kumar Bose', 'id': '313199215'}]",,,,
18,18,1.598034536868479e+18,1.598025816088408e+18,1669836098000.0,2022-11-30 19:21:38,0.0,,@sardesairajdeep teri maa mar gayi,hi,[],[],830640354.0,830640354.0,PunctureWalIa,PunctureWala,3.0,19.0,https://twitter.com/PunctureWalIa/status/1598034536868478977,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'sardesairajdeep', 'name': 'Rajdeep Sardesai', 'id': '56304605'}]",,,,
19,19,1.5945878554349404e+18,1.594575188368171e+18,1669014345000.0,2022-11-21 07:05:45,0.0,,@Cobratate  https://t.co/KaAnyaIz9w,qme,[],[],830640354.0,830640354.0,PunctureWalIa,PunctureWala,1.0,7.0,https://twitter.com/PunctureWalIa/status/1594587855434940416,[],['https://pbs.twimg.com/media/FiEdNADVIAA4Azc.jpg'],1.0,https://pbs.twimg.com/media/FiEdNADVIAA4Azc.jpg,False,0.0,0.0,0.0,,None,,,,,,,[],,,,
20,0,1.6066733620714783e+18,1.6066510802255258e+18,1671895754000.0,2022-12-24 15:29:14,0.0,,@HananyaNaftali Radical moron islmist,in,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,6.0,15.0,https://twitter.com/kirudevadiga/status/1606673362071478274,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'HananyaNaftali', 'name': 'Hananya Naftali', 'id': '619400667'}]",,,,
21,1,1.5984065027708273e+18,1.5982499436467692e+18,1669924781000.0,2022-12-01 19:59:41,0.0,,@ReallySwara @bharatjodo @RahulGandhi @INCIndia 🤣🤣🤣🤣🤣,und,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,4.0,19.0,https://twitter.com/kirudevadiga/status/1598406502770827264,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'ReallySwara', 'name': 'Swara Bhasker', 'id': '1546101560'}, {'screen_name': 'bharatjodo', 'name': 'Bharat Jodo', 'id': '1544305060297179136'}, {'screen_name': 'RahulGandhi', 'name': 'Rahul Gandhi', 'id': '3171712086'}, {'screen_name': 'INCIndia', 'name': 'Congress', 'id': '1153045459'}]",,,,
22,2,1.5917621800887665e+18,1.5917621800887665e+18,1668340651000.0,2022-11-13 11:57:31,0.0,,Islam lost today @ImranKhanPTI @daniel86cricket 🤣🤣🤣🤣🤣🤣,en,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,7.0,11.0,https://twitter.com/kirudevadiga/status/1591762180088766465,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,[],,,,
23,3,1.5917617477275034e+18,1.5917617477275034e+18,1668340548000.0,2022-11-13 11:55:48,0.0,,@daniel86cricket  England fucked pkmkb by 5 wickets 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😭 Lick baby lick 😋,en,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,7.0,11.0,https://twitter.com/kirudevadiga/status/1591761747727503360,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,[],,,,
24,4,1.5855260213689876e+18,1.5853454869274706e+18,1666853835000.0,2022-10-27 06:57:15,0.0,,@PunyaPurush @OIC_OCI Hahaha 😆 😂  katwe bokte rahe 🤣🤣🤣🤣,tl,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,4.0,6.0,https://twitter.com/kirudevadiga/status/1585526021368987649,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'PunyaPurush', 'name': 'Punya Purush', 'id': '1284551920032653313'}, {'screen_name': 'OIC_OCI', 'name': 'OIC', 'id': '329562672'}]",,,,
25,5,1.58222506402338e+18,1.5821914975746826e+18,1666066826000.0,2022-10-18 04:20:26,0.0,,@veerappavenkap1 It's 12th not 12 bsdk,en,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,2.0,4.0,https://twitter.com/kirudevadiga/status/1582225064023379968,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'veerappavenkap1', 'name': 'the guy from kudla', 'id': '1388458076651491328'}]",,,,
26,6,1.5765082704406405e+18,1.5764112705172275e+18,1664703836000.0,2022-10-02 09:43:56,0.0,,@tunkuv Bhut bada Charan chut*ye ho be tu,hi,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,7.0,9.0,https://twitter.com/kirudevadiga/status/1576508270440640512,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'tunkuv', 'name': 'Tunku  Varadarajan', 'id': '18639738'}]",,,,
27,7,1.5737164234609132e+18,1.5736967182053745e+18,1664038208000.0,2022-09-24 16:50:08,0.0,,@RahulGandhi 🤣🤣🤣🤣 pappus kitne bi try karle ayega tho modi hi,tl,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,6.0,16.0,https://twitter.com/kirudevadiga/status/1573716423460913162,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'RahulGandhi', 'name': 'Rahul Gandhi', 'id': '3171712086'}]",,,,
28,8,1.5719333130900849e+18,1.5689831398670418e+18,1663613081000.0,2022-09-19 18:44:41,0.0,,@KhaledBeydoun *Muslim terrorist,en,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,1.0,18.0,https://twitter.com/kirudevadiga/status/1571933313090084864,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'KhaledBeydoun', 'name': 'Khaled Beydoun', 'id': '2163076560'}]",,,,
29,9,1.567806283318698e+18,1.567806283318698e+18,1662629121000.0,2022-09-08 09:25:21,0.0,,Afghani bhai log Pakistaniyo ka PKMKB karte huve🤣🤣🤣🤣,tl,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,4.0,9.0,https://twitter.com/kirudevadiga/status/1567806283318697984,[],[],0.0,,False,0.0,1.0,0.0,https://twitter.com/zmeh_official/status/1567611475816026113,None,,,,,,,[],,,,
30,10,1.5678058058308362e+18,1.5678058058308362e+18,1662629007000.0,2022-09-08 09:23:27,0.0,,Afghani bhai Pakistani kuttonko kut te huve😂😂😂😂,et,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,4.0,9.0,https://twitter.com/kirudevadiga/status/1567805805830836226,[],[],0.0,,False,0.0,0.0,0.0,https://twitter.com/ISI_ZINDABAD_/status/1567791768325836800,None,,,,,,,[],,,,
31,11,1.5446972842517463e+18,1.5445698975476654e+18,1657119506000.0,2022-07-06 14:58:26,0.0,,@zahacktanvir @MumbaiPolice @HMOIndia @TheHusseinKhan @MumbaiPolice,qam,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,3.0,14.0,https://twitter.com/kirudevadiga/status/1544697284251746304,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'zahacktanvir', 'name': 'Zahack Tanvir - ضحاك تنوير', 'id': '446388764'}, {'screen_name': 'MumbaiPolice', 'name': 'मुंबई पोलीस - Mumbai Police', 'id': '4573405572'}, {'screen_name': 'HMOIndia', 'name': 'गृहमंत्री कार्यालय, HMO India', 'id': '2541363451'}, {'screen_name': 'TheHusseinKhan', 'name': 'Hussein', 'id': '1393410445466210307'}]",,,,
32,12,1.5440133154243256e+18,1.543977046698668e+18,1656956435000.0,2022-07-04 17:40:35,0.0,,@KapilMishra_IND @CPDelhi @CPDelhi @HMOIndia,qam,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,1.0,17.0,https://twitter.com/kirudevadiga/status/1544013315424325632,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'KapilMishra_IND', 'name': 'Kapil Mishra', 'id': '31656892'}, {'screen_name': 'CPDelhi', 'name': 'CP Delhi #DilKiPolice', 'id': '626218913'}]",,,,
33,13,1.543882146267517e+18,1.5432003944778056e+18,1656925162000.0,2022-07-04 08:59:22,0.0,,@LeenaManimekali @AgaKhanMuseum @YorkuAMPD @TorontoMet @YorkUFGS Tera SAR TAN SE JUDA hoga madrasi randi,in,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,1.0,8.0,https://twitter.com/kirudevadiga/status/1543882146267516929,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'LeenaManimekali', 'name': 'லீனா மணிமேகலை', 'id': '126585908'}, {'screen_name': 'AgaKhanMuseum', 'name': 'Aga Khan Museum', 'id': '347430183'}, {'screen_name': 'YorkuAMPD', 'name': 'York U AMPD', 'id': '57088406'}, {'screen_name': 'TorontoMet', 'name': 'Toronto Metropolitan University', 'id': '18776647'}, {'screen_name': 'YorkUFGS', 'name': 'YorkU Grad Studies', 'id': '2712065731'}]",,,,
34,14,1.542989347590488e+18,1.5428182364119818e+18,1656712302000.0,2022-07-01 21:51:42,0.0,,@RahulGandhi Phele government tho banale chut**e,en,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,5.0,21.0,https://twitter.com/kirudevadiga/status/1542989347590488071,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'RahulGandhi', 'name': 'Rahul Gandhi', 'id': '3171712086'}]",,,,
35,15,1.5429679971821404e+18,1.5429679971821404e+18,1656707212000.0,2022-07-01 20:26:52,0.0,,#NewProfilePic  https://t.co/CJjkadizlq,qme,['newprofilepic'],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,5.0,20.0,https://twitter.com/kirudevadiga/status/1542967997182140418,[],['https://pbs.twimg.com/media/FWm5N00WAAUNoQq.jpg'],1.0,https://pbs.twimg.com/media/FWm5N00WAAUNoQq.jpg,False,0.0,0.0,0.0,,None,,,,,,,[],,,,
36,16,1.5429017132581233e+18,1.5391290054204703e+18,1656691408000.0,2022-07-01 16:03:28,0.0,,@Kaynatkhanca @ishehnaaz_gill Mat aana india sar tan se juda kardenge laudi,in,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,5.0,16.0,https://twitter.com/kirudevadiga/status/1542901713258123264,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'Kaynatkhanca', 'name': 'Kaynat khan', 'id': '1457006308834619401'}, {'screen_name': 'ishehnaaz_gill', 'name': 'Shehnaaz Gill', 'id': '1189446547622125571'}]",,,,
37,17,1.5429011745123738e+18,1.5423892186929725e+18,1656691280000.0,2022-07-01 16:01:20,0.0,,@Kaynatkhanca Try to touch her your Islam will be eradicated from India like it was eradicated from Spain and Portugal after Reconquista,en,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,5.0,16.0,https://twitter.com/kirudevadiga/status/1542901174512373762,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'Kaynatkhanca', 'name': 'Kaynat khan', 'id': '1457006308834619401'}]",,,,
38,18,1.5429005350863708e+18,1.5423896067794207e+18,1656691127000.0,2022-07-01 15:58:47,0.0,,@Kaynatkhanca @melbournepolice @indinAustralia,qam,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,5.0,15.0,https://twitter.com/kirudevadiga/status/1542900535086370817,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'Kaynatkhanca', 'name': 'Kaynat khan', 'id': '1457006308834619401'}]",,,,
39,19,1.5427865402875249e+18,1.5427865402875249e+18,1656663949000.0,2022-07-01 08:25:49,0.0,,"'छोटे मन से कोई बड़ा नहीं होता, टूटे मन से कोई खड़ा नहीं होता' ।",hi,[],[],7.937365632891003e+17,7.937365632891003e+17,kirudevadiga,Kiran moily,5.0,8.0,https://twitter.com/kirudevadiga/status/1542786540287524864,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,[],,,,
40,0,1.5912674782773535e+18,1.5859457552058737e+18,1668222705000.0,2022-11-12 03:11:45,0.0,,@roy_niwas @ashi_kumr @IndiaToday @Milan_reports @snehamordani Bhai Yamuna Nadi ki he baat kr rhe ho na ya kisi aur ki. Jhaag toh humne apni aankho se dekha h aur rahi baat gusse ki toh hum samarthan ni krte uska jo usne misbehave kiya officers k saath.,hi,[],[],1.4606260962657116e+18,1.4606260962657116e+18,vt82878,Vishal Tiwari🇮🇳,6.0,3.0,https://twitter.com/vt82878/status/1591267478277353472,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'roy_niwas', 'name': 'RamNiwasRoy', 'id': '927736416313884672'}, {'screen_name': 'ashi_kumr', 'name': 'ଓ\u200c\u200cଡିଆ \u200cଟୋକା', 'id': '882676210194632704'}, {'screen_name': 'IndiaToday', 'name': 'IndiaToday', 'id': '19897138'}, {'screen_name': 'Milan_reports', 'name': 'Milan Sharma', 'id': '65673617'}, {'screen_name': 'snehamordani', 'name': 'Sneha Mordani', 'id': '119439660'}]",,,,
41,1,1.59126693457809e+18,1.5859457552058737e+18,1668222576000.0,2022-11-12 03:09:36,0.0,,@ashi_kumr @IndiaToday @Milan_reports @snehamordani Dear agyani I haven't got this knowledge to keep in my pockets. I got this in order to simply inject this knowledge in minds of dear agyani people like you. So dear agyani don't act smart and just talk facts if you don't have one that's different thing.,en,[],[],1.4606260962657116e+18,1.4606260962657116e+18,vt82878,Vishal Tiwari🇮🇳,6.0,3.0,https://twitter.com/vt82878/status/1591266934578089985,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'ashi_kumr', 'name': 'ଓ\u200c\u200cଡିଆ \u200cଟୋକା', 'id': '882676210194632704'}, {'screen_name': 'IndiaToday', 'name': 'IndiaToday', 'id': '19897138'}, {'screen_name': 'Milan_reports', 'name': 'Milan Sharma', 'id': '65673617'}, {'screen_name': 'snehamordani', 'name': 'Sneha Mordani', 'id': '119439660'}]",,,,
42,2,1.5864435164060344e+18,1.5863903575786947e+18,1667072583000.0,2022-10-29 19:43:03,0.0,,@Hayat225836 @majorgauravarya Bhai y toh bata de 🐪 iski moot se kya hota h?? Tumhara ola peeta aya h tumhare paigambaro n Piya h tum b Peete ho. Khair ab Rahi baat gaay ki toh jaakr science padh khair vo kya science padhenge  jinhe bam banane se fursat he ni h.,hi,[],[],1.4606260962657116e+18,1.4606260962657116e+18,vt82878,Vishal Tiwari🇮🇳,6.0,19.0,https://twitter.com/vt82878/status/1586443516406034432,[],[],0.0,,False,6.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'Hayat225836', 'name': 'Hayat/ ارشد شریف💔', 'id': '1263285820687110150'}, {'screen_name': 'majorgauravarya', 'name': 'Major Gaurav Arya (Retd)', 'id': '758859344561569792'}]",,,,
43,3,1.5864426490616996e+18,1.5863903575786947e+18,1667072376000.0,2022-10-29 19:39:36,0.0,,"@Taimoor31455786 @majorgauravarya 93,000. Kuch yaad aata h bete. Vo jo vahan khada h na photo m uss akele Tum purey pokistan ki gaand faad rkhi thi jab tak vah p the koi pokistani chain se so ni paya jab Sona hota tha to PAF lights bnd krati thi ki kahi abbu na aa jaye.",hi,[],[],1.4606260962657116e+18,1.4606260962657116e+18,vt82878,Vishal Tiwari🇮🇳,6.0,19.0,https://twitter.com/vt82878/status/1586442649061699584,[],[],0.0,,False,5.0,1.0,0.0,,None,,,,,,,"[{'screen_name': 'Taimoor31455786', 'name': 'Jam Taimoor Ali', 'id': '1543068998400888832'}, {'screen_name': 'majorgauravarya', 'name': 'Major Gaurav Arya (Retd)', 'id': '758859344561569792'}]",,,,
44,4,1.5864399197274235e+18,1.586222044110545e+18,1667071726000.0,2022-10-29 19:28:46,0.0,,@NooreAzeemSidd1 @Introvert__00 @TheRealPCB Beta jra ISI se poochna F-16 jo gira tha uska kya hua? Tum pokistani bass baate kr skte ho badi badi aur kuch ni h tumhare bass ki.,hi,[],[],1.4606260962657116e+18,1.4606260962657116e+18,vt82878,Vishal Tiwari🇮🇳,6.0,19.0,https://twitter.com/vt82878/status/1586439919727423488,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'NooreAzeemSidd1', 'name': 'Noor e Azeem Siddiqui 🇵🇰🇵🇸', 'id': '1382068418677997573'}, {'screen_name': 'TheRealPCB', 'name': 'Pakistan Cricket', 'id': '2420020489'}]",,,,
45,5,1.586439399155589e+18,1.586222044110545e+18,1667071602000.0,2022-10-29 19:26:42,0.0,,"@Introvert__00 @TheRealPCB Kuch khaas ni bass pokistan m paida hona padega aur phir you are completely eligible for loosing any thing, no matter what it is-  1)-TV debates 2)- Sports 3)- War 4)- Respect 5)- Economy Yaha tak Ludo ka tournament kra lo y usme b haar jayenge.",en,[],[],1.4606260962657116e+18,1.4606260962657116e+18,vt82878,Vishal Tiwari🇮🇳,6.0,19.0,https://twitter.com/vt82878/status/1586439399155589120,[],[],0.0,,False,1.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'TheRealPCB', 'name': 'Pakistan Cricket', 'id': '2420020489'}]",,,,
46,6,1.5864382276361626e+18,1.586222044110545e+18,1667071322000.0,2022-10-29 19:22:02,0.0,,@ARehmanSahi @_FaridKhan @TheRealPCB Tumhara koi player kabhi fit ni rehta sab biryani khaa k 72 hooro k sapno m mast h toha kaha se fit rahenge,hi,[],[],1.4606260962657116e+18,1.4606260962657116e+18,vt82878,Vishal Tiwari🇮🇳,6.0,19.0,https://twitter.com/vt82878/status/1586438227636162560,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'ARehmanSahi', 'name': 'Abdul Rehman Sahi', 'id': '2951206657'}, {'screen_name': '_FaridKhan', 'name': 'Farid Khan', 'id': '1419145241018445825'}, {'screen_name': 'TheRealPCB', 'name': 'Pakistan Cricket', 'id': '2420020489'}]",,,,
