id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentiment,annotator,annotation_id,updated_at,lead_time,botometerCapEng.score,botometerCapUni.score,botometerOverallRawEng.score,botometerOverallRawUni.score,botometerDisplayEng.score,botometerDisplayUni.score,tweetSentiment.score,tweetHate.score
31696,1541498855061164034,2022-10-09T19:08:40.689491Z,2022-06-27 22:58:57,200,,"@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi #FACT_CHECK: #zoo_bear arrested for hurting religious sentiments of Hindus under section 153/295A😡 he did many anti hindu tweets &amp; also share many FB posts against Hindu gods😡when he realised his sin,he deleted FB posts so he is biggest riot instigator so well done Delhi police  https://t.co/ktK7QE7hbN",en,"['fact_check', 'zoo_bear']",[],1449071721768620036,1449071721768620036,ProudIndian_253,Mittul Bakshi,1,22,https://twitter.com/ProudIndian_253/status/1541526521038241792,[],"['https://pbs.twimg.com/media/FWSaLP5VUAA9nz-.jpg', 'https://pbs.twimg.com/media/FWSaLz2UYAAIYml.jpg', 'https://pbs.twimg.com/media/FWSaMSfUcAAMaKl.jpg']",1,https://pbs.twimg.com/media/FWSaLP5VUAA9nz-.jpg,False,1,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Delegitimization as speaker may not be considered an  “expert”,2,271,2022-10-09T19:08:40.689520Z,59.366,0.7470839770895665,0.7733457112766196,0.25,0.27,1.2,1.4,0,1
31695,1541498855061164034,2022-10-09T19:07:38.736792Z,2022-06-27 23:07:56,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi #IStandWithZubair,qme,['istandwithzubair'],[],1407758671300362240,1407758671300362240,Hashimalhanfi,هاشم الندوي,1,23,https://twitter.com/Hashimalhanfi/status/1541528782271823872,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Favour,2,270,2022-10-09T19:07:38.736829Z,7.761,0.7968599400514179,0.7947108099739177,0.58,0.33,2.9,1.6,1,0
31694,1541498855061164034,2022-10-09T19:07:27.979230Z,2022-06-27 23:46:15,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi A lot of tweeple tweet about India to increase their followership,en,[],[],2296471495,2296471495,KMortha,KM,1,23,https://twitter.com/KMortha/status/1541538423927779328,[],[],0,,False,15,1,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,alleged “ulterior motives” of the speaker,2,269,2022-10-09T19:07:27.979260Z,9.191,0.6414184221423734,0.3173945013556645,0.17,0.04,0.8,0.2,1,0
31693,1541498855061164034,2022-10-09T19:07:12.984981Z,2022-06-27 23:51:17,200,,"@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi you foreign leftists pseudo liebrals, stay away from India 😡 you people only spread fake news about India, he was arrested for spreading hate against Hindu Gods, police has enough evidences against him so that's why he was arrested. And India is epicenter of FOE in world so stop",en,[],[],1449071721768620036,1449071721768620036,ProudIndian_253,Mittul Bakshi,1,23,https://twitter.com/ProudIndian_253/status/1541539689802256385,[],[],0,,False,2,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,"{""choices"": [""Delegitimization of foreign speakers"", ""Delegitimization as speaker may not be considered an  “expert”""]}",2,268,2022-10-09T19:07:12.985012Z,19.35,0.7470839770895665,0.7733457112766196,0.25,0.27,1.2,1.4,0,1
31692,1541498855061164034,2022-10-09T19:06:51.502685Z,2022-06-28 00:02:19,200,,@larrouturou @suchitrav @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Mind your own business!,en,[],[],1322540669529919493,1322540669529919493,chandrats06,Cha,2,0,https://twitter.com/chandrats06/status/1541542467367047170,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'suchitrav', 'name': 'Suchitra Vijayan', 'id': '14728486'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Delegitimization of foreign speakers,2,267,2022-10-09T19:06:51.502713Z,5.235,0.5027122940873614,0.6945161422354588,0.11,0.19,0.6,1.0,1,0
31691,1541498855061164034,2022-10-09T19:06:44.803847Z,2022-06-28 00:14:59,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Why EU is silent on #JulianAssange ? Why not taking stand for #JulianAssange ? Western countries are biggest hypocrites in the world.   https://t.co/QyibLsTfiU,en,"['julianassange', 'julianassange']",[],1209219713139724289,1209219713139724289,lemonchusleee,Love,2,0,https://twitter.com/lemonchusleee/status/1541545654991945732,['https://twitter.com/SpokespersonCHN/status/1538893764307001344?t=7d-Bhy8Tv8dmUcTtHDuBUQ&s=19'],[],0,,False,3,1,1,https://twitter.com/SpokespersonCHN/status/1538893764307001344?t=7d-Bhy8Tv8dmUcTtHDuBUQ&s=19,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Whataboutism,2,266,2022-10-09T19:06:44.803877Z,9.472,0.7966668301280437,0.7527121552274618,0.61,0.24,3.0,1.2,0,0
31690,1541498855061164034,2022-10-09T19:06:34.016471Z,2022-06-28 01:04:11,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi  https://t.co/dUfBNHydfO,qme,[],[],1235421182549061634,1235421182549061634,zubair7409,شمس⁦❤️⁩,2,1,https://twitter.com/zubair7409/status/1541558037185445888,['https://twitter.com/Shamsul14454386/status/1541555456765747202?t=AzNpUpaN2zEFaYFKYsqK9g&s=19'],[],0,,False,0,0,0,https://twitter.com/Shamsul14454386/status/1541555456765747202?t=AzNpUpaN2zEFaYFKYsqK9g&s=19,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,unrecoganisable,2,265,2022-10-09T19:06:34.016525Z,6.315,0.7759887465100499,0.4658392474232361,0.3,0.09,1.5,0.4,1,0
31689,1541498855061164034,2022-10-09T19:06:26.219824Z,2022-06-28 01:08:40,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi  https://t.co/ynAViU0pfD,qme,[],[],1448030208620064771,1448030208620064771,Md35556134,Md,2,1,https://twitter.com/Md35556134/status/1541559167416053760,['https://twitter.com/Md35556134/status/1541537315599749120?t=ItwajHcPDKDhmjaR4iVqgA&s=19'],[],0,,False,0,0,0,https://twitter.com/Md35556134/status/1541537315599749120?t=ItwajHcPDKDhmjaR4iVqgA&s=19,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,unrecoganisable,2,264,2022-10-09T19:06:26.219860Z,5.092,0.7759887465100499,0.7089830786080018,0.3,0.2,1.5,1.0,1,0
31688,1541498855061164034,2022-10-09T19:06:19.509128Z,2022-06-28 15:30:56,200,,"@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Another paid dog from some part of the world barking. Don't know what harm Zubair has been doing under the garb of fact check, its repercussions on India. These Soros dogs always bark for wrong reasons along with some street dogs in India",en,[],[],1426512395485253634,1426512395485253634,Sreedha24324771,Seeker,2,15,https://twitter.com/Sreedha24324771/status/1541776163298746369,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,"{""choices"": [""alleged “ulterior motives” of the speaker"", ""Misogynistic/slut-shaming""]}",2,263,2022-10-09T19:06:19.509156Z,18.974,0.7668769621923945,0.7733457112766196,0.28,0.27,1.4,1.4,0,1
31687,1541498855061164034,2022-10-09T19:05:58.963613Z,2022-06-28 15:34:49,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Toolkit in India getting dismantled,en,[],[],1512002307331801095,1512002307331801095,Iamraje78412219,Iamrajesh,2,15,https://twitter.com/Iamraje78412219/status/1541777137241190402,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,"{""choices"": [""Whataboutism"", ""Favour""]}",2,262,2022-10-09T19:05:58.963644Z,12.401,0.7874002196908744,0.8035432096295109,0.34,0.41,1.7,2.0,0,0
